Precip,Pot_ET,Strmflw
4.85,0.58,0.43
0,3.89,0.45
0,5.69,0.45
0,4.51,0.51
9.62,3.86,0.51
0,4.74,0.92
0,4.82,0.87
0,4.7,0.74
0,5.32,0.57
0,2.96,0.46
2.02,1.16,0.4
0,2.68,0.36
47.4,1.32,0.38
0,3.99,2.95
0,5.26,3.74
0,5.42,3.77
0,5.8,2.26
0,2.05,1.63
0,1.37,1.13
0,2.05,0.88
0,1.15,0.75
0.21,3.18,0.63
0.2,1.27,0.56
14.21,0.69,0.5
4.35,4.23,0.56
0,3.31,0.63
3.22,4.83,0.56
0,6.2,0.5
0,6.12,0.48
0,6.57,0.45
0,6.75,0.43
0,4.83,0.4
4.58,2.8,0.38
0,6.36,0.45
0,6.88,0.4
0,6.5,0.38
0,5.63,0.33
0,6.04,0.3
0,5.69,0.28
0,4.34,0.25
12.39,2.73,0.28
0.03,7.12,0.28
0,6.37,0.28
0,6.49,0.28
0,6.46,0.25
0,5.21,0.23
0,3.69,0.21
7.19,4.61,0.2
15.53,3.34,0.31
43.83,0.67,1.26
0.85,1.42,3.14
0,5.33,2.51
51.33,3.35,2.01
14.28,4.58,1.88
5.07,5.88,3.77
23.21,1.18,4.39
0,5.17,2.51
0,4.75,1.86
5.91,1.22,1.32
4.76,2.47,0.77
0,3.15,0.67
0,5.98,0.99
0,7.17,1.04
0,7.36,0.61
0.47,2.99,0.37
0,6.87,0.3
0.08,3.81,0.27
0,4.42,0.24
0.59,4.12,0.22
0.54,3.56,0.21
0,4.12,0.2
0,5.32,0.2
0,6.16,0.18
0,7.4,0.18
0,6.66,0.17
0,7.04,0.16
0,7.23,0.16
0,6.48,0.15
2.98,5.34,0.15
0,3.58,0.15
0.09,3.92,0.14
10.4,4.71,0.14
0.59,5.8,0.14
0,4.18,0.14
2.91,6.28,0.19
0,6.58,0.21
2.02,5.86,0.21
0.47,5.67,0.18
0,6.4,0.16
4.92,2.43,0.15
0.89,3.69,0.15
0,3.95,0.15
0,6.6,0.14
14.23,6.23,0.13
0,5.51,0.14
6.34,4.33,0.17
14.35,6.53,0.15
0.08,7.15,0.14
6.94,6.12,0.15
0.5,4.7,0.14
10.22,2.05,0.15
2.61,4.18,0.15
0.35,4.29,0.16
0,4.46,0.14
0,4.55,0.13
0,4.1,0.13
0.94,0.92,0.12
2.28,0.94,0.12
1.84,3.9,0.12
6.98,5.17,0.12
0,4.75,0.12
0,5.2,0.12
0,5.35,0.12
0,2.5,0.11
0,6.64,0.11
1.97,7.23,0.11
0.29,6.7,0.11
0,2.63,0.11
0,5.57,0.11
17.22,6.8,0.1
6.49,5.17,0.11
3.19,4.28,0.12
2.46,4.84,0.13
0,2.55,0.17
0,4.35,0.15
0,4.14,0.13
4.77,5.57,0.12
11.08,6.13,0.11
9.55,4.88,0.14
0,5.18,0.29
3.26,5.14,0.18
3.18,2.49,0.16
0,4.17,0.18
1.68,4.04,0.15
0,2.79,0.13
0,3.32,0.12
1.28,5.22,0.12
0,4.91,0.12
0,5.38,0.11
1.03,6.63,0.1
42.79,4.96,0.1
0,4.24,0.13
3.02,4.63,0.26
0,3.22,0.17
6.87,5.3,0.17
1.12,3.46,0.15
6.09,3,0.15
0,2.67,0.14
0,4.28,0.12
0,7.15,0.11
0,6.65,0.11
0,6.08,0.1
0,5.66,0.1
0,3.05,0.1
4.59,2.57,0.1
5.95,2.95,0.11
0,5.28,0.1
0,6.29,0.1
0,5.21,0.1
0,5.06,0.1
0,2.87,0.09
0,4.68,0.09
0,3.04,0.09
0,5.57,0.09
0.42,6.09,0.09
2.13,2.3,0.09
6.85,1.24,0.09
15.92,0.81,0.1
0,3.17,0.13
0,5.8,0.13
0.06,4.24,0.12
0.77,0.64,0.11
0,0.85,0.1
0,1.26,0.1
0,1.59,0.1
0,6.07,0.1
0,5.58,0.1
0,2.23,0.09
0,4.47,0.09
0,5.7,0.09
0,5.38,0.09
0,5.28,0.09
0,5.27,0.09
0,4.95,0.09
0,4.83,0.09
0,5.44,0.08
0,5.71,0.08
0,4.88,0.08
0,3.85,0.08
0,2.96,0.08
0,3.26,0.08
0,4.63,0.08
0,1.58,0.08
0,4.14,0.09
0,3.97,0.09
0,3.99,0.09
0,3.86,0.09
0,2.81,0.09
0,3.16,0.09
0,4.07,0.09
0,4.33,0.09
0,4.72,0.08
0,4.86,0.08
0,5.13,0.08
0,3.84,0.08
0,2.6,0.08
0,3.63,0.08
0,3.99,0.09
0,3.79,0.09
0,3.72,0.09
0,3.52,0.09
0,4.23,0.09
0,3.37,0.09
0,1.32,0.09
0,1.87,0.09
0,2.17,0.09
0,2.56,0.1
0,2.07,0.1
0,2.99,0.1
0,1.7,0.1
0,2.27,0.1
0,3.48,0.1
0,2.6,0.1
16.67,1,0.1
7.43,0.24,0.12
0,1.94,0.13
0,2.5,0.14
0,2.22,0.13
0,2.15,0.12
0,2.91,0.12
0,1.49,0.12
0,1.11,0.12
29.82,0.72,0.13
6.64,2.87,0.18
0,2.53,0.25
0,2.39,0.2
0,2.04,0.15
0.34,2.24,0.14
0.3,1.43,0.13
13.13,0.68,0.13
0,1.49,0.14
0.05,1.21,0.15
0,1.62,0.15
17.55,0.68,0.14
0,0.44,0.15
5.49,0.86,0.16
2.76,0.39,0.17
2.55,0.31,0.18
28.1,0.71,0.18
0,2.23,0.24
0,1.92,0.3
0,0.89,0.25
0,0.83,0.23
20.39,1.03,0.19
2.94,2.87,0.25
0,2.06,0.37
0,1.75,0.29
0,1.62,0.24
0,1.46,0.2
0,1.52,0.18
0,1.6,0.17
0,0.89,0.16
0,1.3,0.15
18.53,0.99,0.15
0.29,1.99,0.2
0,0.91,0.24
3.63,1.06,0.24
0,0.97,0.22
2.76,0.31,0.21
0.24,0.65,0.2
0,0.73,0.19
0,0.6,0.18
0,1.38,0.17
1.01,0.43,0.17
40.64,0.33,0.18
0.72,1.18,0.59
0.07,1.2,0.63
8.71,2.29,0.55
0,2.11,0.58
0,1.83,0.53
0,2.11,0.46
0,1.93,0.4
1.98,0.9,0.32
14.37,0.76,0.29
18.99,0.84,0.33
0.06,0.67,0.69
0.5,2.07,0.82
0,1.97,0.97
0,1.31,0.77
0,1.45,0.51
1.77,1.22,0.38
5.33,1.48,0.32
37.53,0.24,0.38
0,1.97,2.01
0,1.69,2.82
0,1.65,3.92
0,2.19,3.74
4.81,0.68,2.41
32.98,1.15,2.97
0,2.27,3.36
0,2.42,3.29
0,2.43,3.14
0,1.08,2.32
1.44,1.11,1.28
0,2.68,0.81
0,2.42,0.65
0.25,1.26,0.56
0,0.65,0.5
0.13,0.84,0.47
0.37,0.98,0.43
0,1.81,0.41
0,1.19,0.38
17.92,0.48,0.36
0,2.18,0.41
0,2.83,0.53
0,1.38,0.95
0,1.8,0.71
17.07,2.03,0.58
4.58,1.62,0.78
0,2.19,1.15
40,0.53,1.63
1.91,2.84,3.74
0,1.62,4.27
0,1.85,4.62
0,2.12,4.62
17.65,0.67,2.91
37.85,1.37,2.76
4.01,0.95,4.88
0,1.17,6.02
10.54,0.67,6.9
45.01,0.19,8.72
12.52,0.17,10.02
0.83,1.52,10.64
0,3.2,12.68
0,1.84,9.89
0,0.96,5.59
0,1.64,3.67
4.01,1.73,2.69
0,1.71,2.01
0,3,1.51
0,1.82,1.23
0,1.63,1.03
0,4,0.93
0,2.15,0.83
8.64,0.69,0.78
17.37,0.77,0.93
24.71,0.91,1.41
0,1.6,4.02
22.79,0.98,5.5
3.23,2.38,7.81
0,2.75,6.55
0.37,2.61,5.41
11.23,0.9,4.44
0,2.04,4.44
0.13,0.69,3.74
0,1.93,2.76
25.9,2.75,2.07
0.48,2.9,2.95
0,4.44,3.67
0,5.24,3.51
0,3.78,2.76
5.4,1.63,2.01
0,4.38,1.44
0,4.86,1.18
0,2.67,1.05
0,1.33,0.93
0.08,2.42,0.81
1.14,0.75,0.74
0,4.68,0.67
0,4.72,0.61
0,2.34,0.54
27.65,0.75,0.56
0,2.76,1.05
0,2.42,1.76
0.12,1.11,1.88
6.68,4.89,1.76
1.68,3.24,1.2
24.61,2.05,1.91
0,5.25,2.38
0,3.99,1.95
7.53,3.52,1.63
0.79,6.12,1.28
0,3.87,0.93
9.23,2.68,0.81
0,5.51,0.78
0,5.15,0.69
0,5.52,0.58
0,5,0.5
0,3.62,0.45
57.2,1.75,0.45
6.84,4.13,4.05
0,6.41,5.15
0,4.97,5.32
0,3.3,5.32
72.32,1.29,3.21
0,5.62,8.31
0,1.58,8.95
11.43,1.92,10.64
52.39,2.54,13.43
35.9,0.89,16.19
0.03,0.94,17.2
2.61,3.81,15.19
0.38,6.09,11.46
0,5.82,6.73
0,3.83,3.92
0,5.38,2.69
0,5.46,1.95
0,4.92,1.28
0.38,0.96,1.05
17.93,1.35,0.95
23.2,0.87,1.63
0.01,2.61,2.61
55.87,3.1,3.14
8.17,1.09,8.51
2.69,2.86,12.29
0,4.94,13.31
0,4.73,11.18
0,4.91,6.9
0,5.1,4.09
0,5.02,2.61
0,5.88,1.95
0,6.7,1.2
0,7.12,0.93
0,7.85,0.78
0,6.61,0.67
0,5.89,0.61
0,3.61,0.54
0,6.34,0.5
0,8.17,0.46
0,7.23,0.43
0.4,4.6,0.41
0,3.13,0.38
0,4.77,0.37
0,5.11,0.35
0,3.93,0.34
13.36,5.76,0.32
0.06,6.24,0.41
7.19,3.92,0.46
0,3.62,0.41
0,6.55,0.34
1.22,6.77,0.3
0,5.6,0.27
0,5.05,0.26
0,6.98,0.25
0,7.1,0.24
0,7.21,0.23
9.06,6.17,0.23
1.73,7.09,0.34
0,3.26,0.25
0,5.94,0.22
6.6,4.43,0.2
4.51,3.27,0.2
2.49,3.55,0.2
4.84,1.88,0.2
8.36,0.88,0.24
2.4,4.96,0.24
0,5.8,0.25
0.87,4.55,0.25
0.67,5.74,0.22
0,5.85,0.2
2.65,6.15,0.19
0,5.75,0.17
0.13,6.54,0.16
20.95,6.37,0.16
4.59,5.09,0.3
21.18,6.44,0.48
0,4.87,0.56
0,3.9,0.35
0,4.28,0.27
0,1.04,0.22
0,1.01,0.2
19.92,2.9,0.2
13.89,0.82,0.47
1.93,1.72,0.56
16.1,4.21,0.35
10.98,2.42,0.4
27.71,0.93,0.81
20.46,1.54,0.95
23.74,2.82,2.26
1.34,1.4,4.09
6.95,3.52,3.44
0,4.12,2.99
0,5.87,2.13
0.04,7.61,1.23
1.38,5.46,0.67
4.11,6.14,0.48
3.7,2.73,0.41
0,2.73,0.5
0.4,3.79,0.45
0,4.01,0.35
0,4.46,0.3
0,5.22,0.27
0,5.94,0.25
0,6.02,0.23
0,6.32,0.22
3.06,6.53,0.2
0,5.45,0.2
2.1,6.81,0.2
0,6.49,0.2
0,5.46,0.19
0,5.92,0.18
12.42,5.88,0.18
3.08,4.86,0.23
0.7,5.24,0.24
0.47,3.49,0.22
3.9,3.73,0.21
0.13,3.46,0.2
0.37,4.62,0.19
4.6,0.94,0.21
9.1,0.91,0.26
0.15,1.6,0.33
0,1.82,0.25
0,0.78,0.22
0,1.09,0.2
15.55,1.69,0.19
61.22,1.95,0.92
47.56,2.92,2.99
0,2.59,4.71
0,6.04,3.06
0,5.21,1.82
0,3.3,1.05
0.8,3.64,0.54
4.69,1.12,0.4
0,4.23,0.33
0,6.89,0.28
0,6.62,0.25
0,6.41,0.24
0,6.17,0.22
0,6.12,0.21
0,4.39,0.2
0,3.53,0.19
0,2.04,0.18
0,2.37,0.18
0.02,5.38,0.17
0,5.23,0.17
0,4.72,0.16
0,4.4,0.16
0.03,5.02,0.15
0,5.36,0.15
0,6.19,0.15
0,6.77,0.14
0,5.4,0.14
0,1.71,0.14
0,2.31,0.14
0,4.44,0.14
0,5.37,0.14
0,5.51,0.14
0,5.61,0.14
0,4.95,0.13
0,2.23,0.13
0,2.93,0.13
0,3.85,0.13
0,4.49,0.13
0,3.95,0.12
0.18,3.97,0.12
0,4.11,0.12
0,4.42,0.12
0,4.77,0.12
0,4.55,0.12
0,4.63,0.12
0,2.03,0.12
0,4.42,0.12
0,4.31,0.12
0,4.14,0.12
0,4.29,0.12
0,4.45,0.12
0,4.3,0.12
0,2.99,0.12
0,4.09,0.12
0,3.59,0.12
0,2.8,0.12
0,1.73,0.12
0,1.4,0.12
0,3.54,0.12
6.86,0.76,0.12
0,1.7,0.12
0,3.71,0.12
0,3.91,0.12
0,1.53,0.12
0,0.9,0.12
0,1.02,0.12
0,2.5,0.12
0,1.56,0.12
0.86,0.38,0.12
0.99,2.95,0.13
0,3.41,0.13
0.47,1.18,0.13
0.05,0.58,0.13
0,3.26,0.13
0,3.02,0.13
0,2.66,0.13
0,2.72,0.13
0,2.65,0.13
0,2.64,0.13
0,1.12,0.13
0,0.8,0.13
0,1.62,0.13
0,1.1,0.13
19.02,0.4,0.13
1.75,1.91,0.19
0.05,0.9,0.22
29.01,2.44,0.23
0,1.97,0.38
4.81,2.07,0.31
0,2.79,0.24
0,2.7,0.21
0,2.12,0.18
0,1.44,0.17
12.45,0.69,0.18
0,0.58,0.24
0,2.26,0.25
0,0.79,0.21
50.58,0.57,0.35
0,0.92,1.13
5.95,0.71,0.98
11.89,2.37,1.25
0,1.32,1.28
3.51,0.55,0.83
37.02,0.91,1.51
0,1.25,2.32
29.82,0.38,2.13
0.01,0.3,3.67
3.58,0.26,2.61
0.01,2.4,2.13
0,1.77,1.69
0,1.93,1.18
0,1.48,0.83
0,1.04,0.66
0,0.68,0.54
6.79,0.63,0.52
0,1.18,0.58
10.39,1.56,1.32
0,1.56,1.15
0,1.84,0.76
0,1.92,0.58
0,1.53,0.5
3.47,0.8,0.46
17.78,0.24,0.47
11.45,0.15,0.95
2.71,0.53,1.82
0,1.8,1.82
0,1.71,1.51
0,1.07,1.18
0,1.63,0.86
0.38,0.6,0.68
0,1.91,0.6
0,1.38,0.54
0,1.92,0.49
0,1.69,0.45
0.55,0.92,0.43
10.94,0.3,0.42
0,1.74,0.5
0,0.74,0.7
0,0.78,0.79
0.3,1.14,0.7
28.61,0.43,0.6
0,1.13,2.46
0,0.63,2.61
0,0.7,2.54
0,1.12,2.26
1.4,1.15,1.82
17.92,0.83,1.08
3.32,0.56,1.1
0,0.2,2.01
0,0.73,2.46
0,0.78,2.07
0,0.64,1.44
1.24,0.77,0.95
0,2.03,0.76
2.03,1.49,0.68
18.23,0.69,0.7
0,1.4,1.31
0,2.46,2.26
0,2.13,2.26
0,3.28,1.51
0,2.89,0.95
0,2.78,0.72
0,2.98,0.6
0,2.33,0.54
0,2.3,0.49
0,3.15,0.46
0.25,1.66,0.44
1.01,2.25,0.42
0,3.1,0.4
0.02,2.16,0.38
2.24,1.64,0.37
0.22,1.84,0.37
2.11,2.32,0.38
0,3.09,0.41
0,2.16,0.41
2.65,1.29,0.38
20.27,2.81,0.63
0,3.32,1.28
0,3.35,1.26
7.31,1.24,1.2
0,3.5,0.88
0,3.73,0.74
0,1.94,0.68
4.44,1.92,0.62
0.7,2.88,0.58
0.4,3.26,0.68
7.15,1.83,0.68
0.62,3.45,0.58
1.04,2.93,0.56
0.38,0.6,0.54
0,1.93,0.5
0,3.17,0.47
0,0.97,0.43
0,2.83,0.4
0,3.79,0.38
0,3.46,0.37
0,2.01,0.35
0.58,1.18,0.34
0,4.04,0.32
0,3.46,0.31
0,3.2,0.29
0,1.77,0.28
1.74,1.2,0.27
30.07,2.46,0.56
0,3.43,1.38
0,3.64,1.63
0,3.69,1.44
0,1.58,1
0,1.67,0.66
9.36,0.79,0.52
4.04,0.82,0.56
63.6,0.66,1.85
0,0.68,6.64
0.17,1.18,7
0,2.11,9.06
0.13,3.7,6.73
0,4.71,3.44
0,2.55,2.26
0,2.93,1.57
0,2.51,0.98
0,4.24,0.79
0,2.31,0.66
0,4.3,0.58
2.09,1.55,0.54
0.4,1.78,0.5
0.3,2.66,0.47
2.76,2.68,0.44
5.1,3.49,0.43
0,4.87,0.47
0,4.17,0.44
47.73,1.44,0.4
30.63,1.53,2.06
0,5.59,3.83
0,5.7,4.44
0,4.18,5.06
0,4.08,2.91
2.17,4.68,1.63
0.52,2.49,1.05
3.21,1.87,0.74
0.04,3.52,0.6
0.58,3.75,0.56
0,3.9,0.58
0,3.53,0.5
2.45,2.98,0.45
0.15,4.11,0.41
0.05,4.11,0.37
4.6,4.46,0.33
28.84,4.07,0.3
10.31,0.78,0.65
0,5.82,1.38
0,5.85,1.82
0,6.12,1.76
0,3.74,1.18
0.04,6.01,0.62
10.23,3.14,0.44
10.5,2.83,0.41
25.52,3.87,1.23
15.77,1,2.38
0.32,0.96,4.62
2.92,4.92,4.09
0,5.06,3.74
0,4.58,2.84
0,3.82,1.69
2.5,4.87,0.95
0.43,2.69,0.66
0,6.77,0.52
0,6.42,0.45
0,6.3,0.39
0,3.18,0.35
0,4.8,0.32
0,1.68,0.29
0.97,0.81,0.27
17.22,2.64,0.26
0,4.17,0.4
0,4.63,0.33
0,4.46,0.35
0,4.93,0.31
0,5.64,0.28
0,5.17,0.25
5.1,4.89,0.23
0,7.6,0.21
0,5.04,0.2
0,5.99,0.19
0,4.89,0.19
0,5.11,0.18
0,5.41,0.18
0.27,6.28,0.17
0,6.47,0.17
0.21,7.07,0.16
4.01,6.17,0.16
0.13,4.56,0.15
2.48,3.63,0.17
0,2.57,0.17
6.05,4.46,0.18
5.22,2.88,0.2
0.29,3.68,0.22
0,5.24,0.19
27.74,4.29,0.16
0,4.77,0.17
3.43,4.09,0.17
0.5,5.87,0.18
0,5.91,0.17
0,6.8,0.17
1.95,2.52,0.15
0.21,6.33,0.15
0.39,7.07,0.17
0.02,8.16,0.14
0.49,2.87,0.13
0,3.35,0.13
4.05,3.99,0.13
1.75,3.66,0.13
10.03,2.4,0.15
3.54,3.69,0.18
0,2.35,0.19
25.09,4.65,0.16
23.29,3.78,0.64
0,5.1,0.88
6.71,3.03,0.79
0,7.14,1.15
0,4.6,0.82
0,5.53,0.32
0,5.11,0.23
19.05,6.23,0.19
0.42,3.15,0.29
4.21,3.72,0.22
4.93,3.75,0.32
0,3.58,0.24
0,3.75,0.22
0,5.91,0.21
0.65,6.11,0.17
11.76,3.48,0.15
0.19,4.18,0.14
0.54,5.04,0.18
2.2,2.48,0.22
0.74,2.02,0.17
6.03,0.79,0.15
0,2.6,0.16
0,5.4,0.16
0,6.51,0.15
0,6.05,0.14
1.05,5.53,0.13
0.54,4.28,0.12
0,5.63,0.12
0,5.23,0.12
0.21,5.51,0.12
0,2.73,0.12
1.18,5.47,0.12
0,3.14,0.12
0,7.25,0.11
0,7.13,0.1
0,6.64,0.1
0,5.81,0.1
0,4.8,0.1
0,5.63,0.1
0,4.75,0.09
0,4.06,0.09
0.92,3.44,0.09
8.35,3.68,0.09
0,4.67,0.09
1.98,3.71,0.09
3.74,2.18,0.09
0,3.99,0.09
0,4.65,0.09
0,4.17,0.09
0,3.04,0.09
0.63,3.58,0.09
0,6.09,0.09
0,7.08,0.08
0,6.38,0.08
0,7.04,0.08
0,6.62,0.08
0,6.46,0.08
0,6.09,0.08
0,3.44,0.08
0,1.85,0.08
0.06,4.82,0.08
5.25,4.84,0.09
0,5.21,0.09
0.97,5.46,0.09
0,5.3,0.08
0,6.4,0.08
0,6.07,0.08
0,4.6,0.08
0,3.34,0.08
3.27,0.76,0.08
17.04,1.74,0.1
0,4.23,0.11
0,4.39,0.11
0,4.67,0.1
0.78,3.72,0.09
0,6.13,0.09
0,6,0.09
0,4.17,0.09
0,4.44,0.09
0,3.53,0.09
0,4.35,0.08
0,2.62,0.08
1.79,3.52,0.08
1.59,3.66,0.09
0,2.41,0.09
0,4.73,0.09
6.94,3.37,0.09
1.95,4.32,0.09
0,4.41,0.09
0.38,4.35,0.09
0,2.72,0.09
0,1.98,0.08
0,2.83,0.08
0,3,0.08
0,3.16,0.08
37.53,1.35,0.09
6.94,0.86,0.13
0.5,3.26,0.15
0,5.16,0.13
0,3.96,0.11
0,3.68,0.1
0,3.72,0.09
0,4.13,0.09
0,3.94,0.09
0,3.14,0.09
0,2.61,0.09
0,2.49,0.09
0,3.16,0.09
0,3.52,0.09
0,2,0.09
4.78,2.36,0.09
2.86,0.59,0.09
0,3,0.1
0,1.4,0.1
0,2.95,0.1
0,2.7,0.1
0,2.64,0.1
0.22,2.47,0.09
23.66,0.41,0.11
0,1.86,0.13
0,2.49,0.14
0,2.64,0.12
0,2.55,0.11
0,1.45,0.11
0,1.67,0.11
0,1.18,0.11
0,2.85,0.1
0,2.67,0.1
0,0.92,0.1
23.82,0.29,0.11
8.55,0.95,0.13
0,2.02,0.14
0.04,1.71,0.15
0.37,3,0.14
0,2.68,0.13
0,2.5,0.13
0,2.16,0.12
0.05,2.28,0.12
0,2.99,0.12
0,2.38,0.11
0,2.52,0.11
3.67,1.21,0.11
4.76,2.29,0.12
0,3.17,0.12
0,1.88,0.12
0.75,2.02,0.12
0,0.78,0.11
0,0.96,0.12
0,1.27,0.12
0,2.4,0.12
0,2.82,0.11
0,1.89,0.11
1.61,1.49,0.11
2.77,2.8,0.12
0,2.18,0.12
0,2.02,0.12
19.59,0.43,0.13
0,0.61,0.17
0,1.6,0.18
0,2.22,0.16
0,1.97,0.15
17.52,0.59,0.15
0.21,2.25,0.18
0,1.93,0.19
0,1.3,0.16
0,1.71,0.15
0,2.04,0.14
0,1.27,0.14
0,0.73,0.14
0,1.98,0.13
0,0.55,0.13
14.81,0.5,0.13
65.1,0.63,0.3
16.33,1.72,2.69
0,1.49,1.87
6.15,0.42,1.17
4.55,0.3,0.8
0.13,0.27,0.58
0,0.46,0.43
0.27,0.82,0.34
0,1.58,0.29
0.18,1.14,0.26
0,1.31,0.23
0.15,1,0.22
9.43,0.68,0.21
16.42,0.84,0.25
0,1.27,0.47
0,0.6,0.37
0,2.51,0.47
0,1.35,0.35
29.39,0.35,0.31
6.6,0.1,0.73
0,0.38,1.03
26.11,0.66,1.25
0,1.18,2
0,1.38,1.81
10.34,0.33,1.74
0,1.1,1.37
0.04,0.36,0.97
0,1.8,0.8
0,2.11,0.66
0,1.69,0.52
4.83,0.42,0.43
0,1.68,0.4
0,2.2,0.36
0,1.9,0.32
0,1.39,0.29
0.46,1.52,0.27
0,1.51,0.26
0,1.09,0.24
0.69,0.85,0.23
66.72,0.35,0.35
24.76,0.57,4.49
0,1.41,6.25
0,2.53,7.33
0,2.46,10
2.45,1.85,5.3
0,2.8,2.97
0,2.46,2.13
0,2.38,1.51
0,2.06,0.97
0.05,2.65,0.8
3.85,2.07,0.69
0,1.7,0.64
0,0.42,0.58
0,0.75,0.54
8.13,0.79,0.51
39.36,0.24,0.6
4.85,0.24,2.9
0,1.57,4
0,1.47,5.01
0,2.96,4.46
0,1.4,3.05
0,1.98,2.13
0,1.71,1.48
0,1.46,0.92
0,2.49,0.73
0,2.22,0.64
0,2,0.56
0,3.04,0.51
1.6,2.49,0.46
0,2.25,0.43
0,3.67,0.4
0,2.04,0.38
0,2.58,0.36
0,3.84,0.34
0,4.17,0.33
0,2.59,0.32
0.81,2.96,0.3
0,3.7,0.3
0,3.19,0.28
0,3.31,0.28
0.23,3.07,0.27
19.67,2.36,1.18
3.28,3.32,1.48
10.48,2.51,0.69
0,2.81,0.69
0,3.14,0.56
0,3.69,0.47
0.72,3.9,0.4
0,2.11,0.34
0,2.97,0.31
0,2.18,0.29
0,2.91,0.27
0,3.74,0.26
0,3.83,0.25
14.38,0.85,0.26
0,4.98,0.51
0,4.98,0.49
0,1.23,0.43
2.07,4.38,0.37
0,4.15,0.31
0.8,1.66,0.4
0,1.76,0.51
20.87,0.48,0.51
35.32,0.34,1
0.02,3.62,2.9
63.06,1.67,3.2
30.12,3.53,9.73
0,5.62,12.68
0,4.61,15.44
0,2.92,15.44
0,4.77,5.57
0,3.85,2.9
0,2.11,2.06
0,2.57,1.22
5.1,3.35,0.89
0,4.77,0.75
0,2.6,0.64
0,5.05,0.56
0,6.03,0.49
0,3.98,0.42
0,3.28,0.38
0,4.86,0.35
0,4.25,0.32
0,6.24,0.3
0,5.54,0.27
0,6.41,0.25
0,5.79,0.24
0,5.6,0.23
0,5.67,0.21
1.05,4.88,0.21
0,4.36,0.2
0,4.24,0.19
0,3.84,0.18
0,3.56,0.18
0,2.68,0.17
0.2,2.04,0.16
0,3.56,0.16
2.75,5.06,0.16
4.49,4.41,0.15
2.31,2.06,0.16
2.45,1.91,0.21
2.99,2.61,0.2
7.02,2.07,0.16
26.38,3.69,0.24
6.31,5.16,0.36
0,6.56,0.34
37.93,2.24,0.27
6.2,4.61,0.5
0,5.8,1.22
0,5.43,1.06
0,4.83,1.17
1.18,5.42,1.17
11.28,3.73,0.6
0,6.98,0.47
0,5.59,0.37
0,7.24,0.29
0,6.48,0.25
0,5.11,0.22
0,5.28,0.2
11.26,4.04,0.19
11.13,2.48,0.19
0,5.74,0.21
0,3.68,0.33
5.44,2.6,0.32
16.48,1.66,0.27
0,6.21,0.27
0,6.82,0.28
0,6.91,0.25
0,4.38,0.24
11.55,3.82,0.24
0,4.79,0.31
0,6.4,0.31
0,7.42,0.28
0,7.31,0.22
0,7.48,0.18
0.71,6.95,0.17
10.61,6.33,0.16
0,4.77,0.16
0,5.04,0.15
0,4.3,0.15
17.19,4.85,0.15
0,3.53,0.15
0,3.38,0.15
3.84,3.11,0.15
0,3.34,0.14
0,3.65,0.13
0,4.75,0.13
2.77,4.01,0.13
8.56,4.42,0.13
2.99,5.45,0.13
8.54,6.08,0.15
3.62,6.17,0.17
0,5.09,0.25
1.11,4.15,0.2
0.64,2.69,0.2
1.33,3.75,0.21
1.23,1.82,0.16
8.82,1.22,0.17
23.3,1.91,0.19
0.59,2.07,0.22
12.7,2.16,0.25
21.1,2.89,0.5
1.01,2.92,0.45
0.34,4.64,0.42
17.81,4.98,0.47
0,2.58,1.19
5.55,2.17,1.37
1.91,3.88,1.57
0.26,4.48,1.1
0,5.57,0.51
1.29,4.24,0.36
15.15,1.21,0.3
3.74,4.63,1.14
19.25,3.8,0.54
9.7,2.19,1.19
0.32,5.18,1.68
4.42,1.14,1
23.36,0.97,1.19
0,1.67,1.62
7.39,5.93,1.11
0.15,3.62,0.83
0,4.21,0.58
0,4.28,0.4
3.58,3.75,0.32
0,2.48,0.49
4.44,5.86,0.31
3.04,6.08,0.29
0,3.83,0.29
0,4.09,0.24
0,4.68,0.24
0,4.26,0.21
0,6.16,0.19
0,6.95,0.17
0,6.37,0.16
0,6.78,0.15
0,6.67,0.14
0,6.63,0.14
0,6.72,0.13
6.32,5.7,0.13
0,3.07,0.13
0,5.69,0.16
0.7,1.64,0.33
2.37,1.29,0.23
0.79,2.89,0.18
0,4.03,0.16
7.95,4.82,0.15
0,2.38,0.21
0.17,1.58,0.18
0,3.5,0.15
0,4.46,0.14
0,1.31,0.13
0,0.62,0.13
0,1.2,0.12
0,3.45,0.12
0,5.14,0.12
0,4.6,0.11
0,3.57,0.11
0,4.69,0.11
0,1.5,0.11
0,1.38,0.1
0,1.46,0.1
0,3.64,0.1
0,2.93,0.1
0,2.77,0.1
0,4.02,0.1
0,5.22,0.1
0,5.39,0.1
0,4.39,0.1
0,2.55,0.1
16.87,2.01,0.1
0,3.09,0.14
0,3.76,0.12
0,4.91,0.11
7.84,4.14,0.1
2.43,4.27,0.1
0,3.91,0.1
0.79,4.58,0.1
0.76,2.99,0.1
0,4.91,0.1
0,3.61,0.1
0,2.56,0.1
0.17,4.04,0.1
2.02,2.04,0.1
7.6,0.86,0.15
0,3.34,0.16
0,4.43,0.12
0,3.86,0.12
0,4.6,0.11
0,3.46,0.11
0.52,2.84,0.1
0,4.62,0.1
0,3.89,0.1
0.46,3.53,0.1
1.01,4.13,0.1
0,3.93,0.1
0,3.7,0.1
0,3.65,0.1
0,3.59,0.1
0,3.6,0.1
0,3.29,0.1
